id,rowid,entity,text
15840,46692,1,jingling bike bells protesters in new york on saturday chanted whose streets our streets and say his name george floyd many had handmade signs including we demand change and defund the police taped to their backpacks racks and handlebars tco gagoldld
7997,26179,1,i am asking you to help us black people in america george floyds brother philonise floyd called for the un human rights council to create an independent commission to study the killing of black people by the police in the us read more tco wbsxettz tco yzxpkqrfp
881,3238,3,factcheck speakers at the rnc insisted democrats want to defund the policethey dont tco qmvzfxlli
382,1588,2,you won seattle cop tells protesters hes quitting the police force because of black lives matter tco enfmdagli
586,2197,5,there is a lot of pressure that is mounting in this moment and i just hope that our government chooses to do the right thing the community organizer opal tometi said this is just the beginning tco bwyubdpe
1135,4150,1,black lives matter v wolf filed on thursday in chicago federal court seeks an injunction permanently enjoining doj and dhs personnel from using violence against protesters and other tactics used in portland tco eaoyxiyvlt
8887,28421,0,fmr boxing champion floyd mayweather has offered to pay for george floyds funeral and memorial services tco ckfbbgzu
1897,6551,0,face hate crime charge after allegedly vandalizing black lives matter mural in california tco hbqzrsmxd
585,2196,1,somewhere between and protestors showed up to a black lives matter demonstration in paris organized by the french activist assa traor tco fxvsribqu
327,1220,0,iowa gov kim reynolds suv hits black lives matter protester tco qgcidzuwr
77,169,3,new york city painted a black lives matter mural on the street directly outside of trump tower in midtown manhattan tco sceacpt tco smjmzzzqc
103,195,1,on monday president trump went after attempts to strip the names of racists from buildingson tuesday it was a federal housing rule meant to combat racial segregationby wednesday trump was calling the words black lives matter a symbol of hate tco zstmwyjhp
15602,46086,5,last week tonight traces the history of law enforcement from slave patrols to the present tco swadxdkgh
623,2440,1,dozens of women linked arms to form a wall of moms around black lives matter protesters in portland as protesters clashed with fed law enforcementorganizer bev barnum says theyre willing to be a human shield to make sure that people arent gassed tco sueiuuunwb
371,1577,0,watch florida man accused of trump violence after pulling gun on black lives matter protesters trumpviolence tco dxymndzkd
12251,38335,0,cuccinelli says outcome would have been the same if george floyd were white tco vcyhybvg tco pfkungabg
1112,4127,0,those topsyturvy partisan habits of swing voters have become more mysterious and unpredictable especially as the conversations on race have come to town tco cgiptlm
17459,50609,3,sara pearl a recentlyhired video producer for joe bidens white house campaign called law enforcement officers worse than pigs and expressed support for the defund the police movement before she joined the campaign tco qjalhq
3541,11535,1,valrichardson black lives matter mum as black lives claimed by surge in violent crime tco diwgxfkte washtimes blm c 
10258,32632,2,breaking louisville police chief fired after police fatally shoot black man at protest tco qjnanahb tco gbugnbag
7269,22929,3,breaking minnesota gov tim walz has authorized a full mobilization of the states national guard in response to days of protests over the killing of george floyd tco rblkydikq
839,2937,5,we need to stand up and say that black lives matter romney said while marching tco eajjhbv
4361,14703,5,san francisco giants relief pitcher sam coonrod was the only player who refused to take a knee prior to the national anthem thursday nor did he bow to the black lives matter agenda tco hmodjhswq
9512,30250,3,kentucky governor calls in national guard after protests over death of breonna taylor tco egxayeqdl
9799,32173,1,civil rights leader andrew young says racism is based on fear and george floyds death touched the heart of the planet tco qzxftuuf
3589,11583,0,valrichardson blacklivesmatter leader many black politicians bought off by democratic establishment tco hpwpszkqr 
14127,42416,0,here are ten white people who destroyed communities after george floyds death tco fmgqzpdoq
3313,10472,3,how long will occupy black lives matter last in dc mayorbowser literally has no plan on taking back the section of the city that she just turned over to protesters and vendors profiting off of the current unrest escarry tco limjqsf
1588,5438,1,there is no evidence yet that the wave of black lives matter protests across the us has sparked covid outbreaks in the more than weeks since they began a new study says tco vkmfbpjg
13248,40574,2,one of the three officers involved in the fatal march shooting of breonna taylor will be fired tco kdttdnrp
2212,7027,1, black lives matter demonstrators march across the brooklyn bridge carrying signs as the statue of liberty can be seen in the background protests have erupted around the world since the death of george floyd in police custody tco fojipqxlh tco rbwbivzu
456,1662,4,you wont say black lives matter cbs host grills mike pence after he says unborn lives matter tco fdiacvfwn
13172,40498,1,felony charges against breonna taylor protesters who marched to attorney generals home dropped tco ynbcktxy
1822,6205,1,thousands gathered in brussels for a largely peaceful black lives matter protest the latest in a string of demonstrations across europe inspired by the us movement tco xoiixj
2696,8347,4,watch pence refuses to say black lives matter instead says all lives matter tco pkrxgamhru tco skrxlglhm
1726,5859,0,a driver hit black lives matter protesters it was a neighboring towns mayor protesters say tco ehulfvyh
9767,32141,0,george floyd hologram lights up over robert e lee statue in virginia tco niiysv
1410,4961,1,marches vigils and rallies have settled in as a part of new york citys daily life for the past month organizers and participants said they expected the energy to continue tco nwwzbrrz
5227,16434,5,at least cities across states have now imposed curfews as protests continue over the death of george floyd tco ojvsnwkzr tco iuymcuq
5765,18422,0,george floyds memorial in brooklyn included praise worship and gospel music it was one of the most authentic expressions of black culture that i have seen during these protests the photographer mark clennon said tco wmwqzaxqp
1213,4228,5,its a challenge that seems certain to go unmet and yet is somewhat amusing to imagine ron perlman has called on ted cruz to fight him for in support of black lives matter tco lvcylqexh
3460,11454,1,black lives matter activist leads push to dismantle police union contracts tco eisntqsr blacklivesmatter
300,1193,1,black lives matter protests sparked surge in voter registrations in june tco yklinudxc
13186,40512,0,judge issues gag order in george floyd case after attorneys for officers charged gave interviews tco dkrjpukp
12509,38593,0,ben crump floyd family attorney they want a first degree murder charge they want equal justice for african americans because black lives matter and george floyds life mattered tco edivvzsnxo
1945,6599,1,us black lives matter protests inspire calls to defund the police in the uk tco jbdoudj
1522,5372,0,from the renegade to black lives matter how black creators are changing tiktok culture tco tojmvlsgl nbcblk
9911,32285,1,watch george floyds brother philonise floyd delivers opening statement in hearing about police brutality yesterday we laid him to rest it was the hardest thing i ever had to doi have to be the strong one now because george is gone tco bcszecef tco fplelsxcd
202,294,5,major corporations declaring support for the black lives matter movement after george floyds death are so far reluctant to voice support for the call to defund the police a rally cry for a national reckoning over police brutality and systemic racism tco asfksfdldr
6158,19698,0,minnesota ag ellison who has been appointed to lead the prosecution of any cases arising from the death of george floyd says he plans to charge the officers involved to the highest degree of accountability that the law and the facts will support tco lhpmgidp
845,2943,1,we need to stand up and say that black lives matter romney said while marching tco hgmfxkxdm
16563,48573,3,watch tensions flare between reps cedric richmond and matt gaetz during police reform hearing was that a nerve tco irkrkdxyg tco ndvjqgij
1972,6626,5,starbucks reverses policy allowing employees to wear black lives matter attire tco ekyhqmmo
696,2513,3,dc mayor bowser had city workers friday paint the words black lives matter on the street that leads to the white house where protesters have been demonstrating following george floyds death in police custody tco rdobfil
17408,50392,0,timcast every single atlanta cop should walk off the jobthis is actually a bipartisan positionthe left wants to defund disband o 
1172,4187,4,marlownyc kamalaharris i promise you that donald trump and mike pence will never use the phrase black lives matter and that is wh 
3055,10214,1,between faucis lines yes the black lives matter protests likely spread the coronavirus tco dtqzarxzdz
83,175,5,one by one the members of black players for change each raised a gloved fist before mls returned to the soccer field in orlandothen as the starters for the orlando city and inter miami teams knelt there was silence for eight minutes and seconds tco ifghuvrz
8583,28117,0,mourners pay their respects before the funeral for george floyd in houston tco mntchevdd callaghan ohare reuters tco xytumxab
14067,42356,5,tampa bay rays calls for the arrest of police officers involved in the death of breonna taylor tco xvrouvjst
860,2958,0,the history behind the antiblack lives matter protests in merrick ny tco zuafyrir
16614,48624,4,trump planning to announce police reform executive order tco pclcjmf tco toqavydqb
905,3262,0,confederate monuments are coming down across the nation a historian explains why stone mountain needs to go too tco kqfkjtxzcx
1260,4275,5,the nfl released a video of commissioner roger gooddell admitting to having failed to listen to players who protested racial injustice and police brutality tco ektvpouk
9573,30809,2,prosecutor no charges will be filed against a former police officer who fatally shot michael brown in ferguson missourithe decision could reopen old wounds amid a renewed national conversation about racial injustice and police treatment of minorities tco qhwtxhdzo
1633,5483,5,meetthepress tune in a nation on the brink of a turning point cofounder of the black lives matter movement aliciagarza joins for 
13256,40582,1,dispatcher and bystanders made concerned calls about george floyd arrest tapes show tco ylkj
1330,4728,5,some of the loudest voices speaking up against racism and police brutality have come from the sports world because of the huge vacuum that exists in leadership in the white house it is a tremendous opportunity professor kenneth shropshire says tco kfvfkikuo
384,1590,1,go home racists blm counterprotesters shout down white nationalists in stone mountain georgia tco nzfjohqrlb
1462,5013,1,the captains of englands leading soccer clubs have told the premier league that players intend to show their support for the black lives matter movement when the competition resumes next week tco xjzkhwzhjr
17152,49885,3,gmunoz senate dems officially block the procedural vote on the gop police reform billfinal vote was it needed to pas 
12523,38607,3,markey lashes out at trump calling him scum and accusing him of fueling racism tco mfckksn tco uznglvea
12120,38204,0,prosecutors investigate irregularities in texas police officers arrest of george floyd tco xiejrsicc tco djlspefjs
2498,8149,1,activists say california city removed black lives matter street painting after request for maga mural tco quaanevo tco ugdhgoxud
800,2898,5,americas pop stars spent the spring trying to write the song for our moment its a black lives matter anthem that may prevail tco nevoqpudb
1718,5851,4,trump lashes out at black lives matter accuses one member of treason tco sfmounthrr
5465,17462,0,a roundup of reforms aimed at fighting police brutality since george floyds death tco blbqtwgfyi
2951,10110,1,after a summer of riots and unrest support for black lives matter tanks tco ziqiircrkm
1859,6513,5,husband of los angeles da faces misdemeanor charges after allegedly pointing gun at black lives matter protesters tco fysgclcryz
5320,16527,2,on thursday night minneapolis police released a transcript of the call that led to george floyds arrest and death tco uxdbtuzha
6877,21931,1, protesters have been defacing monuments of confederate leaders slave traders and other figures with antiblack legacies in the wake of george floyds death and the resulting protests against police brutalityheres a few of the most striking images from the past few weeks
874,2972,1,floyds killer was the first white police officer to be charged by the state of minnesota for taking the life of a civilian tco cecvhllyg
1022,3632,5,mark and patricia mccloskey threatened a group of black lives matter protesters with their weapons late last month tco jwhpyhcxx
4329,14671,5,highdollar business partner with china lebron james went on the attack against president trump for his criticism of the goodyears support for employee expressions of support for black lives matter while banning propolice messages tco hoqvhtiyjm
1449,5000,0,abscribe cumulative rage despair amp grief surged like a tidal wave at dawn they stormed the street where mr floyd drew his last brea 
15957,46910,2,rubber bullets and flashbangs dont just tear through crowds they jeopardize years of police reform tco lxiainelu jonschuppe
12368,38452,0,texas man allegedly planned to shoot maga instigators at george floyd protest tco ihwqqzjwi tco yiqujydmxx
241,333,1,antiracism protesters in england have pulled down a statue of a thcentury slave trader while demonstrating in solidarity with the us black lives matter movement tco mvwksdqlq
15365,45699,0,of american adults say that defund the police means to change the way the police departments operate not to eliminate them a new survey from monmouth univ finds tco rgfezncy
226,318,2,kpops most popular group donated million in support of the black lives matter movement their fan base has more than matched that tco icdnupzx
15113,44755,1,blm gathering outside of a new jersey business that put up an all lives matter sign tco fcdzoelcq
1467,5018,5,a cup of solidaritea yorkshire tea and pg tips endorsed antiracism efforts and backed each other up after rightwing complaints tco lvjtmzxw
14235,42524,4,exclusive sen kelly loeffler to introduce resolution honoring george floyds life says congress will continue to fund police tco pehzzstvg
8437,27971,2,new audio of police interviews sheds light on police probe of the fatal shooting of breonna taylor tco pkekanq
1656,5506,2,opinion schenectadys chief of police eric s clifford black lives matter so i knelt and marched with protestors for george floyd tco pbdlbucsd nbcnewsthink
5572,17825,5,dave chappelles netflix monologue rips conservatives for portraying george floyd as a criminal tco atnbxcbil
7668,24235,5,twitter has hidden a tweet from president trump which the social media site said broke its rules around glorifying violencethe tweet threatened demonstrators after a chaotic third day of protests against the death of george floyd in minneapolis tco rcesiffd
12071,38155,4,gop house candidate publishes page report claiming george floyd death was deepfake video tco uqbfsrhr tco bjmcbcyob
769,2867,0,defund karen on the insults acronyms and sloganeering of americas racial reckoning tco rdzqlfjq
7725,25057,5,virginia lawmakers will consider proposals this week to reform policing including the ban of chokeholds like the one used on george floyd and noknock warrants like the one used when police killed breonna taylor tco gxupfyqfph
12483,38567,3,markey lashes out at trump calling him scum and accusing him of fueling racism tco aklvvcnzv tco tdhu
6162,19702,0,calnbc reports the latest from the shooting scene tco tzfjkzuzhh
8310,26492,1,thousands of people protesting police violence and the death of george floyd have taken to the streets of new york city for a third day in marches across harlem brooklyn queens and outside trump tower in manhattan tco zxeshuk
1262,4277,5,once again the oscars have sworn theyll do better on race and once again its because of ava duvernays selma tco vcdnqtlu
4793,16000,1,the protesters themselves protect our democracy so we owe them to protect them as well actor and activist seanpenn says his organization is setting up a program to give covid tests to protesters tco uspbou tco kmrvuzcjc
1161,4176,1,tucker carlson calls black lives matter protests a pandemic minneapolis was our wuhan tco hsaorkvcue
14913,44028,5,nytgraphics in the print edition of tuesdays nytimes an page special section on the black lives matter protests that have swept ac 
12465,38549,5,jayz takes out fullpage ad in ny times to honor george floyd tco imkuwi tco haomczne
882,3239,2,the abolish the police movement explained by scholars and activists tco wcrxxulci
1649,5499,1,richardengel protesters in london march in solidarity with george floyd and black lives matter here next to a statue of churchill 
10119,32493,0,just in judge sets bail for excops accused in george floyds death tco wwcqywfdja
8265,26447,0,theyre going to kill me flew over new york please i cant breathe circled above detroitmy neck hurts sailed in dallasin aerial demonstrations the artist jammie holmes displayed george floyds final words above cities across the us tco xipfyiure
10804,34433,0,we need systemic changes in our law enforcement departments tco ngyumys
17126,49859,0,cartoon police reform cartoon washtimesoped tco tseyxohqk tco lgnqakaw
16341,47813,3,more new york gov andrew cuomo signed a series of police reforms including a ban on chokeholds this is systemic reform of police departments and looking at it through a new lens of reform and reinvention tco jpuatsvu tco kkqidpbb
153,245,1,about twothirds support the recent black lives matter protests over police brutality and discrimination in the us and theres agreement on a wide variety of proposals on how to reform the nations police departments recent polls show tco hpdwhintbf
1037,3647,1,ryanjreilly a missouri man is facing bomb charges friends worried hed attack black lives matter protesters but he now claims his l 
17053,49523,3,congressional democrats are taking issue with realdonaldtrumps claim that their party wants to defund police departments in the wake of george floyds death and several other recent officerinvolved episodes tco vwmbzdm
9781,32155,1,people charged with felonies after breonna taylor protest at attorney generals house tco dkndnmmwi
14992,44254,5,pro golfer draws attention for wearing blue lives matter wristband at event near minneapolis tco aeyvzmrix tco nbpxyybtl
892,3249,2,how george floyd and black lives matter changed the democratic party tco bwnbkjin
3565,11559,0,mrglenn dc sued over black lives matter painted on city streets tco eguheljan washtimes
200,292,5,although starbucks publicly supports black lives matter on its social media channels and in a press release an internal memo to employees obtained by buzzfeed news explains that the company wont let baristas do the same tco abwyzdz
1967,6621,0,new calls to confront transphobia after murders of two black transgender women tco tesostp
3640,11634,5,scottwalker what happened to george floyd should never take place in america period yaf washtimesoped tco jseryathy
956,3313,1,theres been a huge shift in public opinion on racism and policing especially among white peoplebut its not clear yet whether people who say they support black lives matter in polls also back concrete policy changes to combat racial inequality tco upknjqqp
9633,30869,1,the policefree schools movement is picking up steam with another push toward removing officers from denver schools as protests continue over the death of george floyd tco ucirevvstz
14902,43974,5,exclusive earlier this week linkedin announced that it would hold a virtual global town hall to address racial inequality and the nationwide social unrest sparked by the minneapolis police killing of george floydthe results were a disaster tco hvnocd
768,2866,0,johnhmcwhorter getting topical this time as a departure this lexiconvalley is on defund black bipoc and karen what i think a 
1925,6579,1,yearold boy mows lawns to raise money for black lives matter organization tco nfgr
5816,19356,1,months after george floyds death sparked a wave of protests around the us and the world the site of his death remains a sacred place for racial justice tco ftdxkwf
58,150,5,the boston red sox are showing their support for the black lives matter movementthe phrase black lives matter in the baseball teams font has been placed on a massive billboard that runs alongside the massachusetts turnpike by fenway park tco qjqpqrovfx
7889,25221,1,outrage grief frustration here are scenes from the protests in minneapolis and los angeles following george floyds death tco ynhurog
126,218,1,it has been nearly a month since george floyds death in minneapolis which sparked the ongoing black lives matter demonstrations across the us and around the world heres a look at the latest headlines tco arcwsotbpv
6989,22043,2,some law enforcement officers are treating america like a battlefield tco eplclbnr
36,128,1,players with the los angeles lakers and the los angeles clippers also took a knee during the national anthem ahead of their game in orlando tco bsvvxohqx tco meklsup
10368,32742,1,we are not afraid to stand we are not afraid of the moment jamie foxx said at a news conference in minneapolis with stephen jackson and other activists tco zzglovsyzc tco gsrmpewqyv
8695,28229,1,joshnbcnews protesters take a knee and chant george floyd as we await air force one in bangor tco ehkiadke
11534,36324,5,a host of affiliated gyms sponsors and athletes all moved to disassociate themselves with the crossfit brand following a series of comments from company founder and ceo greg glassman about the death of george floyd tco aatrtccs
13409,40735,4,secpompeo hits back at china over its callous attempts to exploit george floyds death tco zrlzocmx
11511,36301,1,george floyds brother philonise floyd will testify before a house committee wednesday amid protests demanding racial justice and police reform tco knajophc
16326,47798,3,atlanta mayor keisha lance bottoms says its hard to take trumps handling of police reform seriously tco xrjvpvewvi
